title,summary,tags,topic,confidence,low_confidence,compression_ratio,original_length,summary_length
"		
									Union Minister flags off Narsapuram-Charlapalli weekly train
									        ", The superfast express train is scheduled to depart at 8 p.m. at Narsapuram and arrive at Charlapalli 7.30 a.m the next day via Palakollu and Bhimavaram stations in the West Godavari district .,narsapuram|railway|superfast|express|flagged,Technology,0.2731,True,0.4196,460,193
"		
									Cardamom price in Kerala hits a seven-year high of over ₹6,000 per kg
									        "," The price of green cardamom hit a seven-year high of over ₹6,000 per kg on Monday . Spices Board sources noted that the all-time record was set in August 2019 . The average price, however, dipped to � 2,545 in the second auction .",cardamom|auction|average|green|2026,Business,0.5225,True,0.35,660,231
"		
									APGEA welcomes High Court probe into Commercial Taxes Department
									        ", The Andhra Pradesh Government Employees Association welcomed the directions issued by the High Court on a petition alleging irregularities in the Commercial Taxes Department . The APGEA president G. Suryanaraya said the court's order for a detailed inquiry into allegations against Chief Commissioner A. Ahmad Babu was a positive step towards ensuring accountability .,apgea|andhra|irregularities|department|directions,Business,0.2801,True,0.6554,563,369
"		
									Women candidates participate in Agniveer recruitment rally in Mysuru
									        ", A large number of women candidates participated in the Agniveer Recruitment rally . The nine-day recruitment rally for candidates from Karnataka and Kerala began in Mysuru on April 19 . More than 190 women candidates underwent various physical tests as part of the rally .,recruitment|rally|agniveer|kerala|monday,Entertainment,0.2318,True,0.6562,416,273
"		
									Watch: Iran needs ‘fundamental change’ to get sanctions dropped: EU
									        "," Iran needs ‘fundamental change’ to get sanctions dropped, EU says . EU says Iran needs 'fundamental' change to get EU sanctions dropped . Iran must change to win EU support for sanctions to be lifted . Iran has been hit with a series of sanctions against the country since 2009 .",sanctions|iran|eu|fundamental|change,Politics,0.3093,True,2.8866,97,280
"		
									Sigma Advanced bags £300 million aerospace systems supply contract from Rolls Royce
									        ", Sigma Advanced Systems has signed a seven-year agreement valued nearly £300 million . The contract provides a long-term revenue stream and stronger visibility over future growth . It is a programme-level partnership delivered through its manufacturing network across India and the UK .,sigma|partnership|aerospace|2026|cements,Business,0.4991,True,0.3514,814,286
"		
									Organs of brain dead accident victim donated at government hospital in Puducherry
									        "," A 46-year-old man’s organs were donated after he was declared brain dead by doctors at Indira Gandhi Government General Hospital and Postgraduate Institute in Puducherry . According to official sources, this is the second instance in the history of the Government Hospital where organs have been retrieved from a brain-dead donor .",organs|donated|gandhi|puducherry|2026,Technology,0.2779,True,0.8783,378,332
"		
									Tambaram City Police Commissioner inspects security arrangements in counting centre
									        "," Sanjay Kumar inspected strong rooms and counting centre at MIT, Chromepet . Reviewed deployment of police personnel across all security layers . Directed officers to maintain strict vigilance and adhere to Election Commission protocols . All electronic voting machines (EVMs) transported under armed escort to designated counting centres .",evms|counting|verifiable|vigilance|monday,Technology,0.3999,True,0.492,691,340
"		
									Snakebite care available at key govt. hospitals in Wayanad: DMO
									        ", Wayanad District Medical Officer (DMO) Rekha K.T. has urged the public to remain vigilant and seek immediate medical care in the event of a bite . People are advised to call the 108 ambulance service without delay during emergencies .,snakebite|rekha|hospital|dmo|urged,Technology,0.3703,True,0.3571,658,235
"		
									Death of student: hartal called on Wednesday unlikely to disrupt normal life
									        "," Shops will remain open and private buses will operate as usual during a Statewide hartal called on April 28 . Nithin Raj Action Council is backed by Dalit organisations and groups, including the Socialist Unity Centre of India and Welfare Party of India .",kannur|hartal|buses|pm|2026,Business,0.5939,True,0.6352,403,256
"		
									Adani Airports and MakeMyTrip partner to offer pre-booking of duty-free products
									        "," Travellers can browse through over 10 categories, more than 100 brands, and over 14,000 SKUs . Travellers will have access to online-exclusive offers across categories . The service is available for both departing and arriving international passengers, enabling advance planning of purchases .",airport|adani|brands|enabling|2026,Technology,0.4617,True,0.4343,677,294
"		
									16 snakebite cases, 6 suspected cases reported in Kerala
									        "," 16 snakebite cases and six suspected cases were reported until 6 p.m. on Monday (April 27, 2026) Several cases of suspected snakebites were reported from various places in Kerala . The cases are reported from Kozhikode, Alappuzha, Kannur, Malappuram, and Thiruvananthapuram .",snakebites|kerala|ambulance|2026|pm,Technology,0.3486,True,0.5798,476,276
"		
									Digital destination board of TNSTC bus altered to ‘TVK’; inquiry on
									        ", Tamil Nadu State Transport Corporation officials in Tirunelveli have ordered an inquiry . The digital destination board of a bus was unauthorisedly altered to ‘Tamilaga Vettri Kazhagam” (TVK),tamilaga|tvk|transport|unauthorised|digital,Politics,0.613,False,0.3416,562,192
"		
									Fire at leased warehouse triggers negligence case
									        "," The Madanayakanahalli police have registered a case under Section 287 of the Bharatiya Nyaya Sanhita (BNS) against Reliance Project and Property Management Service Pvt. Ltd . The complainant, H.S. Padmaraju, stated that he owns a warehouse measuring 60,000 sq. ft. situated at Adakamaranahalli village in Dasanapura Hobli .",madanayakanahalli|owns|endangering|pvt|march,Business,0.4583,True,0.4992,649,324
"		
									Urdu Wikisource, open source global digital library for Urdu literature, launched
									        "," Urdu Wikisource is a free, open source, global digital library for Urdu literature . The Punjabi Wikimedians User Group has also urged the Punjab government to ease copyright restrictions, which continue to hamper regional languages in the digital domain .",wikisource|punjabi|preservation|enablement|2026,Technology,0.4873,True,0.5079,506,257
"		
									Puducherry Congress, DMK, AIADMK oppose CBSE’s circular on making third language mandatory in affiliated schools
									        "," The Congress, the DMK and the AIADMK oppose the move by the CBSE . The political parties were based on a CBSE circular issued by Professor and Director (Academics) CBSE, Praggya M. Singh on April 9 .",cbse|dmk|r3|mandatory|oppose,Politics,0.8161,False,0.2946,679,200
"		
									Mettupalayam Station set to link Rameswaram, Mangalore, Madurai and Kannur from August, Vande Bharat train extension on the anvil
									        "," Southern Railway has proposed to the Railway Board operating new train services from Mettupalayam to Southern districts in Tamil Nadu and distant destinations in Kerala and Karnataka . New connectivity to Rameswaram, Mangalore, Madurai, and Kannur with stoppage at Podanur Station .",mettupalayam|railway|southern|nilgiris|2026,Business,0.4084,True,0.349,811,283
"		
									Woman, minor daughter found dead in farm pond in Anekal
									        "," The deceased have been identified as Lavanya and her daughter Lakshita, 8, residents of Lakshmisagara village in Anekal . Lavanya had married a farmer from the same village in 2017 . The deceased were found in a farm pond on Friday (April 24)",lavanya|lakshmisagara|drowning|farmer|pm,Technology,0.2832,True,0.6015,404,243
"		
									Two arrested for illegally possessing pain relief tablets in Ramapuram
									        "," Based on a tip-off, a police team kept watch near the Thirumalai Nagar Park in Ramapuram on Sunday . They arrested two persons — Suresh, 23, and Sriram, 19, for possessing pain relief tablets illegally .",ramapuram|tablets|illegally|monday|ist,Technology,0.3553,True,0.5244,389,204
"		
									IPL 2026: Selection blunders and a lack of clarity hurting CSK
									        "," IPL 2026: Selection blunders and a lack of clarity hurting CSK . CSK: ""Selective blunders are hurting the future of CSK"" CSK has been criticized for its lack of transparency in its selection process . It will be the first time CSK will be able to make a decision on the future direction of the project .",ipl|csk|2026|blunders|selection,Sports,0.6092,False,3.3043,92,304
"		
									Death toll in Mundathikode accident rises to 17
									        "," The death toll in the Mundathikode fireworks accident has risen to 17 with the demise of Ragesh, 29, of Kundannur . Unnikrishnan, 56, from Edappal, succumbed to his injuries on the night of April 26 . Authorities have decided to hand over the remains of four victims to their relatives as DNA examination results have confirmed their identity .",unnikrishnan|fireworks|ragesh|victims|confirmed,Technology,0.3493,True,0.5235,659,345
"		
									Nandyal MP extends timely assistance for treatment of cancer patient
									        "," Nandyal MP Byreddy Shabari provided timely assistance to a cancer patient during a recent public grievance meeting at her office . Family members of Tamballi Veerakumar sought help for specialised treatment . The MP coordinated with officials and facilitated a Central Government Health Scheme approval worth ₹2.4 lakh for DOTATATE therapy at KIMS Hospital, Hyderabad .",mp|therapy|nandyal|monday|cghs,Politics,0.553,True,0.6346,583,370
"		
									Delhi HC protects actor Allu Arjun’s personality rights
									        "," Delhi High Court has protected the personality rights of Telugu actor Allu Arjun . Mr. Arjun has been able to establish “a strong case in his favour” Justice Tushar Rao Gedela, in an interim order passed on April 17, said .",arjun|restraining|gedela|said|websites,Entertainment,0.2775,True,0.591,379,224
"		
									Banana field gene bank inaugurated
									        "," A field gene bank of banana, established at the Indian Council of Agricultural Research’s National Research Centre for Banana (NRCB) in Tiruchi, was inaugurated on Monday . The gene bank was established under a new project for maintenance of crop varieties registered with the Authority .",agricultural|gene|nrcb|sanctioned|selvarajan,Business,0.3559,True,0.2847,1015,289
"		
									Fire safety drill at Telangana Secretariat
									        "," A full-fledged fire safety mock exercise was conducted at the Dr BR Ambedkar Telangana Secretariat . Fire tenders, a firefighting robot and other equipment were deployed as part of the drill . The exercise also included a fire safety awareness programme for Secretariat staff .",firefighting|telangana|mock|tenders|pm,Technology,0.4933,True,0.648,429,278
"		
									Watch: Big trade boost: India, New Zealand ink historic deal
									        "," India, New Zealand ink historic deal to boost trade between the two countries . New Zealand and India are the two biggest economies in the world . India and New Zealand are the world's most populous countries . The two countries signed the deal in a joint effort to boost their trade ties .",zealand|historic|ink|deal|watch,Business,0.5474,True,3.2333,90,291
"		
									Lokesh gets warm welcome in Vizag as TDP working president
									        "," TDP working president and IT, Electronics, and Education minister Nara Lokesh visited Visakhapatnam . Party cadres accorded him a grand welcome from the airport to the party office . It was his first appearance in the city after taking over as the Telugu Desam Party (TDP) working president .",visakhapatnam|tdp|desam|2026|welcome,Politics,0.4421,True,0.8618,340,293
"		
									Collector reviews arrangements for NEET in Madurai
									        ", Madurai District Collector K.J. Praveen Kumar chaired a consultative meeting on preliminary arrangements and security measures for the National Eligibility- cum- Entrance Test (NEET-UG) The exam is scheduled to be conducted by the National Testing Agency on May 3 across 14 centres in Madurai district .,neet|madurai|eligibility|testing|consultative,Entertainment,0.2545,True,0.636,478,304
"		
									MBBS student alleges ragging, administrative inaction at Erode govt. college
									        "," A third-year MBBS student at the Government Erode Medical College and Hospital in Perundurai has alleged ragging, bullying and social isolation by seniors . The Ministry of Health and Family Welfare has directed the National Medical Commission and State Medical Education Department to inquire into the complaint .",harassment|shifana|mbbs|seniors|2025,Business,0.2865,True,0.45,700,315
"		
									Forest Department compiling details of open wells nearby reserve forests in Manapparai and Thuvarankurichi
									        ", The Forest Department has embarked on the task of compiling details of the number of open wells in Manapparai and Thuvarankurichi forest ranges in Tiruchi district . The exercise is being carried out in the wake of incidents of wild animals having fallen into the open wells on private lands in both ranges .,manapparai|reserve|ranges|deer|commenced,Technology,0.2882,True,0.2819,1096,309
"		
									Kurnool Collector highlights nutrition’s role in TB elimination efforts
									        ", District Collector A. Siri called on the Medical and Health Department officials to intensify efforts to eliminate tuberculosis (TB) He said nutrition and the right medicines would play a key role in transforming the lives of TB patients . The Collector said that nutrition and right medicines .,tuberculosis|siri|collectorate|nutrition|transforming,Business,0.2676,True,0.5543,534,296
"		
									641 colleges join Kerala’s unified internship portal for FYUGP students
									        ", Kerala State Higher Education Council (KSHEC) has successfully operationalised a comprehensive internship framework for the inaugural batch of the four-year undergraduate programme (FYUGP) The initiative marks a significant milestone in the State’s mission to bridge the gap between academia and industry .,internship|kerala|fyugp|batch|2026,Entertainment,0.2778,True,0.7025,437,307
"		
									PM degree case: Delhi High Court grants DU more time to file objections
									        "," Delhi High Court granted Delhi University two more weeks to submit objections to the delay in filing appeals against an order refusing to disclose details of Prime Minister Narendra Modi's bachelor’s degree . The court, on February 10, granted the DU three weeks to file its objections .",delhi|objections|filing|bachelor|delay,Politics,0.4684,True,0.7539,382,288
"		
									Mosquito menace in Tamil Nadu: Madras High Court orders State-wide survey to identify hotspots 
									        ", Madras High Court has directed the Tamil Nadu government to conduct a comprehensive survey throughout the State within four weeks . The survey will identify hotspots of water stagnation and mosquito breeding . There were complaints of alarming increase in mosquito density in various places .,mosquito|panchayats|measures|arul|increase,Technology,0.3514,True,0.4453,658,293
"		
									Campus connect
									        "," Sethu Institute of Technology organised a literary event, titled ‘False Praise, Fatal Fall’ (Tragedy of King Lear – Act I) The Department of Science and Humanities, SethuInstitute of Technology, under the aegis of SAHAS, organised the literary event .",literary|fall|sethu|aegis|2026,Technology,0.9354,False,0.7754,325,252
"		
									Thrissur Pooram concludes with ‘Upacharam Cholli Piriyal’ ritual
									        ", The 2026 edition of Thrissur Pooram concluded with the ‘Upacharam Cholli Piriyal’ ritual . The idols of the Thiruvambady and Paramekkavu temples were ceremoniously taken back to their respective temples .,thrissur|ritual|pooram|2026|goodbye,Technology,0.2981,True,0.4988,411,205
"		
									Orthodox parishes drop fireworks from fetes this year, set aside funds for charity
									        ", Several parishes under the Malankara Orthodox Syrian Church in Central Travancore have decided to forgo fireworks displays this year . Decision comes in response to a call by Baselios Marthoma Mathews III Catholicos in the wake of the Mundathikode fireworks accident .,fireworks|st|puthuppally|mathews|syrian,Entertainment,0.2519,True,0.463,581,269
"		
									Notice issued to Coimbatore Collector over delay in removing caste-based locality name
									        "," The Tamil Nadu Adi Dravidar and Tribal Welfare State Commission has sought an explanation from the District Election Officer and Collector of Coimbatore over the continued use of a caste-based name in a polling station description in the electoral roll . In a communication dated April 27, 2026, Commission Chairman Imayam alias V. Annamalai, wrote .",coimbatore|caste|electoral|alias|pm,Politics,0.391,True,0.8977,391,351
"		
									Drop in KIA’s international passenger numbers in March due to West Asia crisis
									        ", The ongoing crisis in West Asia has led to a reduction in international flights and passengers at the two international airports in the State during March . Bengaluru’s Kempegowda International Airport (KIA) and Mangaluru International Airport reported cancellations of flights .,airport|mangaluru|cancellations|2026|especially,Business,0.3473,True,0.5323,526,280
"		
									Parking woes linger near Kamaraj market despite multi-level facility
									        "," The multi-level parking facility was constructed under the Smart Cities Mission, at an outlay of around ₹10 crores and was inaugurated in May 2023 . This strategic development near the market was expected to reduce the traffic snarls in the area .",kamaraj|facility|vehicles|2023|persist,Business,0.3795,True,0.4567,543,248
"		
									Brick placement for traffic islands on trial basis raises safety concern in Coimbatore
									        "," Bricks placed as a temporary arrangement for traffic islands at a few locations in Coimbatore city have raised safety concerns among motorists . Road users said the arrangement lacks visibility, especially during night hours and in low-light conditions, increasing the chances of two-wheeler riders losing balance or vehicles hitting the obstruction .",coimbatore|vehicles|obstruction|residency|april,Technology,0.2864,True,0.5199,677,352
"		
									 Horticulture crop on 724 acres hit
									        "," Horticulture crops grown in over 724 acres and six guntas affected by rains in Shivamogga taluk . In Holehonnur hobli, 685 acres and 13 gunstas; in Anaveri hobli about 30 acres; and in Kallihal hobli around 8 acres and 15 gun tas of horticulture crops badly hit .",hobli|crops|taluk|guntas|damaged,Business,0.2949,True,0.5187,509,264
"		
									BJP stages protest against Kharge’s remarks on Modi
									        ", BJP Yuva Morcha district unit staged a protest in Kalaburagi . Mallikarjun Kharge referred to Prime Minister Narendra Modi as a ‘terrorist’ during an event in Chennai . Protesters demanded that Mr. Kharge apologise to the people of the country for his remarks .,kalaburagi|protesters|morcha|apologise|2026,Politics,0.5022,True,0.5683,461,262
"		
									Over ₹30 lakh fine slapped on motorists for traffic violations in Puducherry
									        "," Puducherry police have imposed a fine of over ₹30 lakh on motorists for various traffic offences . During the drive, challans were issued to 1,495 persons for not wearing helmet, 1,095 for using mobile phone while driving, 50 for rash and negligent driving and 47 for drunken driving .",puducherry|driving|negligent|pm|2026,Technology,0.3445,True,0.465,615,286
"		
									Detention centre for foreign nationals shifted to Jogipet in Sangareddy district
									        "," Hyderabad City Police relocate and operationalised a detention centre for foreign nationals at Jogipet in Sangareddy district . The facility is meant for accommodation and processing of foreign detainees involved in violations such as illegal migration, overstaying, visa violations, human trafficking and drug peddling .",hyderabad|jogipet|detainees|operationalised|migration,Technology,0.4056,True,0.691,466,322
"		
									13 Indian fishermen from Nagapattinam attacked, robbed of their catch mid-sea; one suspected Sri Lankan fisherman nabbed
									        "," In separate incidents, 13 fishermen from Nagapattinam district were assaulted mid-sea, allegedly by Sri Lankan Tamil fishermen, and robbed of their catch and their belongings . One of the suspected Tamils — identified as Ayanthan, 27, of Kankesanthurai — was nabbed by some fishermen and brought ashore .",fishermen|kankesanthurai|assaulted|mobile|2026,Business,0.689,False,0.5066,602,305
"		
									Collector calls for transparency in resurvey operations in Chittoor
									        "," District Collector Sumit Kumar stressed the need for error-free and transparent resurvey operations, while directing officials to dispose of public grievances without bias . The Collector received 97 petitions, the majority of which concerned revenue issues . The majority of the petitions were related to revenue issues, the Collector said .",collector|andhra|grievances|resurvey|2026,Technology,0.2746,True,0.7921,433,343
"		
									U.S. Pacific Air Forces chief’s visit to India cements defence ties
									        "," The Commander of the U.S. Pacific Air Forces, General Kevin Schneider, visited India from April 19 to 25 . During the visit, Gen. Schneider held discussions with senior Indian defence leadership, including officials from the Indian Air Force, aimed at reinforcing long-standing military ties .",schneider|india|forces|monday|reaffirming,Politics,0.8697,False,0.4468,658,294
"		
									59 offenders booked by SHE Teams in Malkajgiri; police urge women to report harassment
									        ", As many as 59 persons were apprehended by SHE Teams for harassing women and girls in Malkajgiri Commissionerate limits . 49 of those apprehended were adults and 10 were minors . Counselling sessions were held for the offenders at the CP Camp Office in LB Nagar .,offenders|malkajgiri|nagar|cp|march,Technology,0.4065,True,0.5596,470,263
"		
									Karnataka HC refuses to quash case against man for filming voyeuristic videos of women on Bengaluru Metro and posting on social media
									        ", The High Court of Karnataka refused to quash a criminal case against a 28-year-old man . The man was filming voyeuristic videos of women inside Bengaluru metro and posting them on an anonymous Instagram page called metro_chicks .,court|refused|karnataka|metro_chicks|nagaprasanna,Technology,0.3196,True,0.5122,449,230
"		
									DGP inaugurates temporary office of Future City Police Commissionerate
									        ", Telangana Director General of Police B. Shivadhar Reddy inaugurated the temporary office space for the Future City Police Commissionerate at Fab City in Thukkuguda . Special focus had been given to developing infrastructure for the new commissionerate .,telangana|commissioner|space|2026|readied,Technology,0.2996,True,0.5619,452,254
"		
									Bodies of two recovered from Idukki in Kerala, police suspect them to be of woman, son
									        "," Marykkutty and her son, Reji, had been missing since April 9, 2026 . The 70-year-old woman lived with Reji and her other son, Saji . Police recovered their decomposed remains from the premises of their house on Monday .",idukki|pachady|decomposed|woman|weeks,Technology,0.3018,True,0.5314,414,220
"		
									Meet in Mysuru presses for social and economic security of domestic workers
									        "," A meeting of domestic workers held in Mysuru highlighted their problems and urged the authorities to ensure social and economic security for them . The Karnataka State United Domestic Workers’ Union submitted a petition to the Labour Inspector, Mysore, seeking fulfillment of their demands .",karnataka|aimss|domestic|committees|monday,Business,0.2751,True,0.4983,586,292
"		
									MITE inks pact with Wipro for opening AI Centre of Excellence
									        "," Mangalore Institute of Technology and Engineering (MITE) signed a memorandum of understanding (MoU) with Wipro Limited . The MoU aims to create a robust platform for advanced learning, skill development, and industry integration, said a release .",mangalore|wipro|engineering|memorandum|jain,Technology,0.5723,True,0.4608,536,247
"		
									GESCOM wants swift replacement of faulty transformers
									        "," Gulbarga Electricity Supply Company (GESCOM) chairman Praveen Patil Harwal has directed officials concerned to expedite restoration work across affected regions . Concern was raised over prolonged disruptions in areas like Kalaburagi Rural, Aland, Afzalpur, Kalgi, Farhatabad and Herur .",gulbarga|restoration|transformers|outages|prolonged,Business,0.3823,True,0.5914,487,288
"		
									Bharathiar University reconstitutes 16 Syndicate Sub-Committees with nine available members
									        "," Bharathiar University has reconstituted 16 sub-committees with the available strength of nine members . Three members from among academic experts nominated by the Chancellor, one university assistant professor nominated by rotation according to seniority . Decision-making in the Syndicate sittings will be easier when the vital administrative tasks are carried out .",committees|bharathiar|university|expected|duration,Politics,0.2968,True,0.5027,732,368
"		
									Engineering student critical after self-immolation on Osmania University campus
									        "," Vinesh, a first-year mining engineering student, reportedly poured petrol on himself and set himself ablaze near the Renuka Yellamma temple on the campus at around 9.30 a.m. The 19-year-old is undergoing treatment .",ablaze|vinesh|campus|mahabubabad|reportedly,Technology,0.3948,True,0.4706,459,216
"		
									YSRCP falsely claiming credit for Google Data Centre in Vizag: TDP MLC
									        "," MLC Panchumarthi Anuradha said that while the NDA government was working to transform Visakhapatnam into a global technology hub, the YSR Congress Party continued to spread negativity . She objected to YSRCP leaders taking credit for the AI-powered Google Data Centre coming up in the port city .",visakhapatnam|ysrcp|nda|initiatives|negativity,Technology,0.4852,True,0.4534,655,297
"		
									Telangana CM demands a Commission or Cabinet sub-committee for national consensus on delimitation and simultaneous polls
									        "," Telangana Chief Minister A. Revanth Reddy urged the Centre to constitute either a Commission or a Cabinet Sub-Committee . He said the Union Government should consult political parties, intellectuals, and social scientists before making decisions on critical issues .",telangana|reforms|commission|views|said,Politics,0.7466,False,0.4152,643,267
"		
									Campaign bells fall silent for second phase of WB polls, polling for 142 seats on April 29
									        "," Campaigning for the second and final phase of the 2026 West Bengal Assembly election concluded on Monday . About 3.21 crore voters across 142 constituencies and seven districts will determine the fate of 1,448 candidates when voting is held on April 29 . The votes for the Assembly election will be counted on May 4 .",bengal|2026|candidates|phase|pm,Politics,0.6045,False,0.7098,448,318
"		
									Dindigul campus connect
									        "," Kamaraj College of Engineering and Technology celebrated Placement Day 2026 . The college of engineering and technology celebrated the day 2026 at the University of Hyderabad, Hyderabad . The school celebrated Placements Day 2025 . The day is April 27, 2026, when the college celebrates Placement day .",engineering|kamaraj|2026|celebrated|pm,Technology,0.9769,False,2.3488,129,303
"		
									Tirunelveli campus connect
									        "," 196 women achievers were presented with awards . Rojavanam International School, Pudhugramam, hosted ‘Golden Star Award 2026’ 196 women were honoured with awards at the school . Women achievers honoured .",awards|achievers|rojavanam|women|2026,Entertainment,0.4462,True,1.0567,194,205
"		
									A.P. CM to lay stone for Google’s $15 Billion Data Centre in Visakhapatnam on April 28
									        "," Chief Minister N. Chandrababu Naidu will lay the foundation stone for Google’s massive $15 billion (₹1.35 lakh crore) AI data centre hub at Tarluvada, near here, on April 28 . The event will be attended by Google's senior executives, including Google Cloud CEO Thomas Kurian .",google|andhra|ceo|2026|lay,Technology,0.8102,False,0.7631,363,277
"		
									962 motorists booked for drunk driving across tri-commissionerate limits
									        "," A total of 962 motorists were booked for driving under the influence of alcohol . Traffic police booked 449 offenders during a two-day special drive on April 24 and 25 . Two-wheeler riders accounted for the majority at 371 cases, followed by 48 four-wheelers .",driving|offenders|cyberabad|449|intensified,Technology,0.2503,True,0.58,450,261
"		
									Court stays proceedings in Maha Kumbh Mela ‘viral’ girl’s age dispute case
									        "," A POCSO Court in Thiruvananthapuram stayed further proceedings on a private complaint involving the girl who went 'viral' during the Maha Kumbh Mela . The complaint alleged that her marriage was conducted while she was a minor, and sought to arraign the political leaders who attended her wedding .",court|thiruvananthapuram|wedding|age|shibu,Politics,0.3294,True,0.5025,595,299
"		
									Mangaluru: Bharat Gas holds camp to promote mini-LPG cylinder
									        "," 5 kg FTL (Free Trade LPG) is a 5 kg portable cylinder designed for easy, on-the-go cooking . The camp was organised through Bharat Gas distributor Kamadhenu Gas Agencies, Mangaluru . FTL is available at retail outlets, other shops, or LPG distributors .",bharatgas|lpg|mini|migrants|2026,Business,0.4019,True,0.3613,703,254
"		
									Commuters hit by severe congestion at Thuraiyur Bus Stand
									        "," Passengers report long delays as buses struggle to enter and exit the facility . Narrow approach roads, coupled with unregulated parking of two-wheelers and autorickshaws, have significantly reduced available road space . Road users have expressed frustration over the lack of effective traffic management .",buses|thuraiyur|anna|encroachments|lack,Business,0.3717,True,0.44,700,308
"		
									IPS officer gets PhD from Kuvempu University for his thesis on wildlife
									        "," Inspector-General Harsha P.S. has obtained the Doctor of Philosophy (PhD) from Kuvempu University . He conducted the research under the guidance of Vijay Kumar of the Department of Wildlife and Management . He submitted the thesis titled “A Study on Stability of Tiger Population in Nagarahole, Bandipura and BRT Tiger Reserves with Special Reference to Human-Tiger Conflict”",wildlife|harsha|thesis|inspector|2026,Technology,0.273,True,0.7416,507,376
"		
									Tiruchi Today
									        "," College of Engineering and Technology: Value added course on Design and modelling of semi conductor devices, 10 a.m. M.A. college of engineering and Technology . M.C.College of Engineering & Technology:Value added course is designed and modelled semi conductor device .",conductor|modelling|semi|2026|added,Technology,0.9227,False,1.6875,160,270
"		
									Consumer commission orders insurer to honour accident claim, pay compensation
									        "," The Kottayam District Consumer Disputes Redressal Commission has directed The New India Assurance Company to pay insurance benefits and compensation . The ruling came on a complaint filed by V.N. Shijimol, wife of the late Shibu, along with their children Shivananda and Gaurinanda .",insurer|shijimol|disputes|lakh|died,Business,0.3546,True,0.414,686,284
"		
									Butterfly Park to stay open throughout April, May
									        "," The Butterfly Park, functioning under the control of the Tamil Nadu Forest Department, will be open for visitors on all days during the months of April and May, according to an official release . In view of the summer holidays and considering the request of the general public, the Butterfly Park will be kept open .",butterfly|park|nadu|2026|request,Entertainment,0.3843,True,0.9906,320,317
"		
									Maintenance works on mechanised boats hauled ashore in Rameswaram and Pamban areas
									        "," Every year, from April 15 to June 14, a government ban is imposed on fishermen from going out to sea . This is the fish breeding season across all coastal areas of Tamil Nadu . Maintenance work has begun by hauling mechanised boats onto shore in Rameswaram and Pamban .",fishermen|ban|nadu|maintenance|2026,Technology,0.3031,True,0.7438,363,270
"		
									Safeguard utilities before commencing roadworks, warns DC; officials to be held accountable if roads dug up after completing work
									        "," Deputy Commissioner of Mysuru Lakshmikant Reddy chaired a meeting of officials from MCC and other departments on Monday in the light of the approval granted for white-topping works on 12 roads in the city with the first phase beginning on Manandavadi Road, Bogadi Road and Vishwamanava Double Road .",mysuru|drainage|mcc|safeguarded|2026,Business,0.3246,True,0.495,606,300
"		
									Saliyamangalam ‘Bhagavathamela’ begins on April 28
									        ", The five day Sri Lakshmi Narasimha Jayanthi festival at Saliyamangalam will commence on April 28 . The spiritual dance dramas – ‘prahalada charithiram’ and ‘rukmini kalyanam – will be performed on April 30 and May 1 . These dramas from ‘Pothana Bhagavatham’ will be enacted only by male Brahmin artistes .,bhagavathamela|narasimha|dramas|april|published,Entertainment,0.4222,True,0.6349,482,306
"		
									Officials told to work in a coordinated manner to benefit SCs, STs
									        ", Karnataka State Commission for Scheduled Castes and Scheduled Tribes chairman L. Murthy directed officials of various departments to work in a coordinated manner to see that members of these communities do not suffer injustice . Murthy urged all officials to act in a prompt and timely manner .,castes|scheduled|murthy|benefits|belagavi,Business,0.3107,True,0.5556,531,295
"		
									Kerala Assembly Elections 2026: six UDF candidates from Kozhikode seek counting of VVPAT slips
									        "," Six United Democratic Front (UDF) candidates from Kozhikode district have urged Rathan U. Kelkar, Chief Electoral Officer, Kerala, to count Voter Verified Paper Audit Trail (VVPAT) slips along with the votes cast in the Electronic Voting Machines (EVMs)",voter|kerala|udf|vvpat|2026,Politics,0.5207,True,0.3896,652,254
"		
									Elderly woman murdered and robbed of gold jewellery in Karur
									        "," Unidentified assailants tied her hands, legs and gagged her and took away 1.5 sovereigns of gold earrings and a nosepin . Victim identified as P. Thayarammal of Uppidamangalam village .",thayarammal|murdered|unidentified|earrings|2026,Technology,0.2781,True,0.2354,790,186
"		
									Bengal elections second phase: Mamata, her Cabinet colleagues face contest in Kolkata and its suburbs
									        ", The second phase ofelections for 142 Assembly seats in West Bengalon April 29 will decide the electoral fate of more than half a dozen Ministers of West Bengal government . Chief Minister and party chairperson Mamata Banerjee is locked in a bitter electoral contest at Bhabanipur seat in south Kolkata against Bharatiya Janata Party Suvendu Adhikari .,bjp|trinamool|contesting|2026|ofelections,Politics,0.7528,False,0.5936,593,352
"		
									Dangerous practice of leasing out fireworks units continues unabated, complains fireworks manufacturers’ association
									        "," At least 400 of the 1,200-odd licensed fireworks units in Virudhunagar district were leased or sub-leased . The Indian Fireworks Manufacturers’ Association (TIFMA) says officials have been claiming that they are unable to detect such units .",fireworks|tifma|leasing|virudhunagar|unable,Business,0.4305,True,0.4523,535,242
"		
									Mettur level
									        "," The storage at the Mettur Dam stood at 80.50 feet on Monday against the full reservoir level of 120 feet . The inflow was 911 cusecs and the discharge 1,500 cuscs. The storage was 80 .50 feet .",mettur|dam|monday|discharge|120,Technology,0.3527,True,0.9604,202,194
